"","quadrat","values","site","trait"
"1034","3710",0.161669489838105,"TRCP","fdis_func"
"1035","3711",0.176543698967886,"TRCP","fdis_func"
"1036","3712",0.198428111076612,"TRCP","fdis_func"
"1037","3713",0.167809880770939,"TRCP","fdis_func"
"1038","3714",0.153545829380682,"TRCP","fdis_func"
"1039","3715",0.175058106246438,"TRCP","fdis_func"
"1040","3716",0.208038064068328,"TRCP","fdis_func"
"1041","3717",0.20621193540266,"TRCP","fdis_func"
"1042","3797",0.173719787275982,"TRCP","fdis_func"
"1043","3798",0.203221209228399,"TRCP","fdis_func"
"1044","3799",0.1976074295743,"TRCP","fdis_func"
"1045","3800",0.196435009096243,"TRCP","fdis_func"
"1046","3801",0.196421652713952,"TRCP","fdis_func"
"1047","3802",0.201298300919474,"TRCP","fdis_func"
"1048","3803",0.190729017851025,"TRCP","fdis_func"
"1049","3804",0.18049920577692,"TRCP","fdis_func"
"1050","3805",0.173243440530015,"TRCP","fdis_func"
"1051","3806",0.176897380995654,"TRCP","fdis_func"
"1052","3807",0.202701265492864,"TRCP","fdis_func"
"1053","3808",0.201888788071374,"TRCP","fdis_func"
"1054","3809",0.185959731987431,"TRCP","fdis_func"
"1055","3810",0.194626708324748,"TRCP","fdis_func"
"1056","3811",0.145352220074109,"TRCP","fdis_func"
"1057","3812",0.15246323635996,"TRCP","fdis_func"
"1058","3813",0.167136001910191,"TRCP","fdis_func"
"1059","3814",0.168539091842476,"TRCP","fdis_func"
"1060","3815",0.191155020585458,"TRCP","fdis_func"
"1061","3816",0.192320077203099,"TRCP","fdis_func"
"1062","3817",0.131511031888375,"TRCP","fdis_func"
"1063","3897",0.174543994723332,"TRCP","fdis_func"
"1064","3898",0.173512201298247,"TRCP","fdis_func"
"1065","3899",0.193369842061963,"TRCP","fdis_func"
"1066","3900",0.201189818262201,"TRCP","fdis_func"
"1067","3901",0.192628132344532,"TRCP","fdis_func"
"1068","3902",0.201399102948864,"TRCP","fdis_func"
"1069","3903",0.188805658214898,"TRCP","fdis_func"
"1070","3904",0.167605670442078,"TRCP","fdis_func"
"1071","3905",0.168420766585827,"TRCP","fdis_func"
"1072","3906",0.180833797680725,"TRCP","fdis_func"
"1073","3907",0.178343772139837,"TRCP","fdis_func"
"1074","3908",0.19847919402356,"TRCP","fdis_func"
"1075","3909",0.193895297119857,"TRCP","fdis_func"
"1076","3910",0.18903380256607,"TRCP","fdis_func"
"1077","3911",0.161117841129171,"TRCP","fdis_func"
"1078","3912",0.15372152895341,"TRCP","fdis_func"
"1079","3913",0.183889515988414,"TRCP","fdis_func"
"1080","3914",0.192426138035254,"TRCP","fdis_func"
"1081","3915",0.185144346347809,"TRCP","fdis_func"
"1082","3916",0.153488853594696,"TRCP","fdis_func"
"1083","3917",0.136579166166911,"TRCP","fdis_func"
"1084","3997",0.183759959991134,"TRCP","fdis_func"
"1085","3998",0.180779862623873,"TRCP","fdis_func"
"1086","3999",0.210202678399302,"TRCP","fdis_func"
"1087","4000",0.189726743174225,"TRCP","fdis_func"
"1088","4001",0.179943744272033,"TRCP","fdis_func"
"1089","4002",0.196859438448952,"TRCP","fdis_func"
"1090","4003",0.182046034645352,"TRCP","fdis_func"
"1091","4004",0.147395409579813,"TRCP","fdis_func"
"1092","4005",0.158064018994908,"TRCP","fdis_func"
"1093","4006",0.199212061606637,"TRCP","fdis_func"
"1094","4007",0.198651372804411,"TRCP","fdis_func"
"1095","4008",0.190996815642053,"TRCP","fdis_func"
"1096","4009",0.196146051675772,"TRCP","fdis_func"
"1097","4010",0.171419766768391,"TRCP","fdis_func"
"1098","4011",0.188223728856399,"TRCP","fdis_func"
"1099","4012",0.171280637139562,"TRCP","fdis_func"
"1100","4013",0.183449070982356,"TRCP","fdis_func"
"1101","4014",0.189216851215355,"TRCP","fdis_func"
"1102","4015",0.142938736184974,"TRCP","fdis_func"
"1103","4016",0.146743870294511,"TRCP","fdis_func"
"1104","4017",0.154743907820994,"TRCP","fdis_func"
"1105","4097",0.187025419612088,"TRCP","fdis_func"
"1106","4098",0.178525092006594,"TRCP","fdis_func"
"1107","4099",0.189072738992187,"TRCP","fdis_func"
"1108","4100",0.191096074213483,"TRCP","fdis_func"
"1109","4101",0.183200176864194,"TRCP","fdis_func"
"1110","4102",0.193589803776423,"TRCP","fdis_func"
"1111","4103",0.156744031659279,"TRCP","fdis_func"
"1112","4104",0.156006217738352,"TRCP","fdis_func"
"1113","4105",0.132538803894873,"TRCP","fdis_func"
"1114","4106",0.184714538582573,"TRCP","fdis_func"
"1115","4107",0.193454088239559,"TRCP","fdis_func"
"1116","4108",0.195490341637794,"TRCP","fdis_func"
"1117","4109",0.199381279766552,"TRCP","fdis_func"
"1118","4110",0.154092874103601,"TRCP","fdis_func"
"1119","4111",0.152386608077549,"TRCP","fdis_func"
"1120","4112",0.204837010384758,"TRCP","fdis_func"
"1121","4113",0.170162019055329,"TRCP","fdis_func"
"1122","4114",0.177290054091587,"TRCP","fdis_func"
"1123","4115",0.176026774253055,"TRCP","fdis_func"
"1124","4116",0.179790248119963,"TRCP","fdis_func"
"1125","4117",0.170302135931256,"TRCP","fdis_func"
"1126","4197",0.187833634636322,"TRCP","fdis_func"
"1127","4198",0.185812966652844,"TRCP","fdis_func"
"1128","4199",0.193630367708514,"TRCP","fdis_func"
"1129","4200",0.204656133373738,"TRCP","fdis_func"
"1130","4201",0.160985056794988,"TRCP","fdis_func"
"1131","4202",0.187557998270381,"TRCP","fdis_func"
"1132","4203",0.173411408536321,"TRCP","fdis_func"
"1133","4204",0.100577754758947,"TRCP","fdis_func"
"1134","4205",0.175265738719916,"TRCP","fdis_func"
"1135","4206",0.190071605853272,"TRCP","fdis_func"
"1136","4207",0.194163321159836,"TRCP","fdis_func"
"1137","4208",0.178434311864808,"TRCP","fdis_func"
"1138","4209",0.167655356840462,"TRCP","fdis_func"
"1139","4210",0.177000280396437,"TRCP","fdis_func"
"1140","4211",0.18180309613668,"TRCP","fdis_func"
"1141","4212",0.196115270165127,"TRCP","fdis_func"
"1142","4213",0.163509527335306,"TRCP","fdis_func"
"1143","4214",0.180883051944986,"TRCP","fdis_func"
"1144","4215",0.162101620415886,"TRCP","fdis_func"
"1145","4216",0.17372634477821,"TRCP","fdis_func"
"1146","4217",0.175275831795215,"TRCP","fdis_func"
"1147","111",0.103270153879516,"SERC","fdis_func"
"1148","113",0.146927328714892,"SERC","fdis_func"
"1149","115",0.198937651415661,"SERC","fdis_func"
"1150","117",0.193611947149335,"SERC","fdis_func"
"1151","119",0.152165451986004,"SERC","fdis_func"
"1152","131",0.196497981341217,"SERC","fdis_func"
"1153","133",0.150606793436123,"SERC","fdis_func"
"1154","135",0.144531220453382,"SERC","fdis_func"
"1155","137",0.152472295935725,"SERC","fdis_func"
"1156","139",0.141649370284461,"SERC","fdis_func"
"1157","151",0.151955764682946,"SERC","fdis_func"
"1158","153",0.181229949503184,"SERC","fdis_func"
"1159","155",0.197762440241753,"SERC","fdis_func"
"1160","157",0.172303551712364,"SERC","fdis_func"
"1161","159",0.200126850509505,"SERC","fdis_func"
"1162","171",0.209585836271798,"SERC","fdis_func"
"1163","173",0.198886499433821,"SERC","fdis_func"
"1164","175",0.183097611014322,"SERC","fdis_func"
"1165","177",0.142460717996433,"SERC","fdis_func"
"1166","179",0.181508331189227,"SERC","fdis_func"
"1167","191",0.222287025201699,"SERC","fdis_func"
"1168","193",0.172104551015536,"SERC","fdis_func"
"1169","195",0.214376201502291,"SERC","fdis_func"
"1170","197",0.152302393976628,"SERC","fdis_func"
"1171","199",0.180357076908666,"SERC","fdis_func"
"1172","211",0.130309141346735,"SERC","fdis_func"
"1173","213",0.141435340712245,"SERC","fdis_func"
"1174","215",0.139613913554326,"SERC","fdis_func"
"1175","217",0.152150770975426,"SERC","fdis_func"
"1176","219",0.215835274376203,"SERC","fdis_func"
"1177","231",0.151330785909351,"SERC","fdis_func"
"1178","233",0.157512538614771,"SERC","fdis_func"
"1179","235",0.180075465509155,"SERC","fdis_func"
"1180","237",0.171687589536751,"SERC","fdis_func"
"1181","239",0.184877702241973,"SERC","fdis_func"
"1182","251",0.144809735390274,"SERC","fdis_func"
"1183","253",0.191981125474347,"SERC","fdis_func"
"1184","255",0.191966490027984,"SERC","fdis_func"
"1185","257",0.167231969221767,"SERC","fdis_func"
"1186","259",0.180486550923625,"SERC","fdis_func"
"1187","271",0.192793321554872,"SERC","fdis_func"
"1188","273",0.211195097542067,"SERC","fdis_func"
"1189","275",0.175705079577217,"SERC","fdis_func"
"1190","277",0.175102538969005,"SERC","fdis_func"
"1191","279",0.195865625846931,"SERC","fdis_func"
"1192","291",0.125776902875505,"SERC","fdis_func"
"1193","293",0.210684435630796,"SERC","fdis_func"
"1194","295",0.171274071850412,"SERC","fdis_func"
"1195","297",0.184398869401187,"SERC","fdis_func"
"1196","299",0.195709600573401,"SERC","fdis_func"
"1197","311",0.207837744091596,"SERC","fdis_func"
"1198","313",0.20078841764795,"SERC","fdis_func"
"1199","315",0.189935613208637,"SERC","fdis_func"
"1200","317",0.121154360684963,"SERC","fdis_func"
"1201","319",0.171496777967541,"SERC","fdis_func"
"1202","331",0.12878605163294,"SERC","fdis_func"
"1203","333",0.181375307555244,"SERC","fdis_func"
"1204","335",0.13032182273234,"SERC","fdis_func"
"1205","337",0.176461183589284,"SERC","fdis_func"
"1206","339",0.218819612568243,"SERC","fdis_func"
"1207","351",0.107046619729997,"SERC","fdis_func"
"1208","353",0.125810724596822,"SERC","fdis_func"
"1209","355",0.157688106452712,"SERC","fdis_func"
"1210","357",0.223021680325968,"SERC","fdis_func"
"1211","359",0.185828142689795,"SERC","fdis_func"
"1212","371",0.204578019005173,"SERC","fdis_func"
"1213","373",0.171589371599163,"SERC","fdis_func"
"1214","375",0.16528988293269,"SERC","fdis_func"
"1215","377",0.160800031295187,"SERC","fdis_func"
"1216","379",0.145333701573167,"SERC","fdis_func"
"1217","391",0.189673733240837,"SERC","fdis_func"
"1218","393",0.124435470768899,"SERC","fdis_func"
"1219","395",0.1721194182882,"SERC","fdis_func"
"1220","397",0.188841935039392,"SERC","fdis_func"
"1221","399",0.19208590650796,"SERC","fdis_func"
"1222","411",0.148602830369615,"SERC","fdis_func"
"1223","413",0.184191151801148,"SERC","fdis_func"
"1224","415",0.172779649967808,"SERC","fdis_func"
"1225","417",0.193060288989863,"SERC","fdis_func"
"1226","419",0.114112268180334,"SERC","fdis_func"
"1227","431",0.0837075467269196,"SERC","fdis_func"
"1228","433",0.153343769718551,"SERC","fdis_func"
"1229","435",0.151428108737756,"SERC","fdis_func"
"1230","437",0.145510950171665,"SERC","fdis_func"
"1231","439",0.165943452430206,"SERC","fdis_func"
"1232","451",0.140165306606495,"SERC","fdis_func"
"1233","453",0.16501860567797,"SERC","fdis_func"
"1234","455",0.179172477572486,"SERC","fdis_func"
"1235","457",0.137836999288991,"SERC","fdis_func"
"1236","459",0.141269469036926,"SERC","fdis_func"
"1237","471",0.153461452086294,"SERC","fdis_func"
"1238","473",0.175330988020122,"SERC","fdis_func"
"1239","475",0.121568457430224,"SERC","fdis_func"
"1240","477",0.0988223638388076,"SERC","fdis_func"
"1241","479",0.168913531290578,"SERC","fdis_func"
"1242","491",0.175563097673194,"SERC","fdis_func"
"1243","493",0.182362452685004,"SERC","fdis_func"
"1244","495",0.156568525389504,"SERC","fdis_func"
"1245","497",0.111333095263425,"SERC","fdis_func"
"1246","499",0.155524731119972,"SERC","fdis_func"
"1247","511",0.188549644645201,"SERC","fdis_func"
"1248","513",0.183504050015358,"SERC","fdis_func"
"1249","515",0.185775889955252,"SERC","fdis_func"
"1250","517",0.188857452136119,"SERC","fdis_func"
"1251","519",0.187900057184626,"SERC","fdis_func"
"1252","531",0.160333539148854,"SERC","fdis_func"
"1253","533",0.191962254133018,"SERC","fdis_func"
"1254","535",0.171942794202236,"SERC","fdis_func"
"1255","537",0.196212118632728,"SERC","fdis_func"
"1256","539",0.185089472793725,"SERC","fdis_func"
"1257","551",0.149288380115986,"SERC","fdis_func"
"1258","553",0.198561301523725,"SERC","fdis_func"
"1259","555",0.161063619656546,"SERC","fdis_func"
"1260","557",0.194360006032259,"SERC","fdis_func"
"1261","559",0.142857245144555,"SERC","fdis_func"
"1262","571",0.202137500504723,"SERC","fdis_func"
"1263","573",0.21182562954686,"SERC","fdis_func"
"1264","575",0.189683253673174,"SERC","fdis_func"
"1265","577",0.199208817305999,"SERC","fdis_func"
"1266","579",0.15773167721966,"SERC","fdis_func"
"1267","591",0.225018431478987,"SERC","fdis_func"
"1268","593",0.213053140257945,"SERC","fdis_func"
"1269","595",0.161488431618074,"SERC","fdis_func"
"1270","597",0.191540863459898,"SERC","fdis_func"
"1271","599",0.204765622531031,"SERC","fdis_func"
"1272","611",0.164254732094129,"SERC","fdis_func"
"1273","613",0.190102978802017,"SERC","fdis_func"
"1274","615",0.159712896819157,"SERC","fdis_func"
"1275","617",0.170863612988971,"SERC","fdis_func"
"1276","619",0.186980429242033,"SERC","fdis_func"
"1277","631",0.175730158095169,"SERC","fdis_func"
"1278","633",0.209620095311872,"SERC","fdis_func"
"1279","635",0.219954912993455,"SERC","fdis_func"
"1280","637",0.147335319715572,"SERC","fdis_func"
"1281","639",0.182339311105088,"SERC","fdis_func"
"1282","651",0.193977899942718,"SERC","fdis_func"
"1283","653",0.186049851464646,"SERC","fdis_func"
"1284","655",0.161894436248724,"SERC","fdis_func"
"1285","657",0.179709742193545,"SERC","fdis_func"
"1286","659",0.1932740360553,"SERC","fdis_func"
"1287","671",0.18417928566491,"SERC","fdis_func"
"1288","673",0.192890809282361,"SERC","fdis_func"
"1289","675",0.195836794627533,"SERC","fdis_func"
"1290","677",0.176329770237159,"SERC","fdis_func"
"1291","679",0.186133149902658,"SERC","fdis_func"
"1292","691",0.163906995191134,"SERC","fdis_func"
"1293","693",0.205020468106358,"SERC","fdis_func"
"1294","695",0.188087145325691,"SERC","fdis_func"
"1295","697",0.100814516718954,"SERC","fdis_func"
"1296","699",0.18048006286264,"SERC","fdis_func"
"1297","711",0.196042459988622,"SERC","fdis_func"
"1298","713",0.140865415319492,"SERC","fdis_func"
"1299","715",0.150991551064219,"SERC","fdis_func"
"1300","717",0.141233509403901,"SERC","fdis_func"
"1301","719",0.182395215073664,"SERC","fdis_func"
"1302","731",0.193679349887929,"SERC","fdis_func"
"1303","733",0.177291979129275,"SERC","fdis_func"
"1304","735",0.19273870270623,"SERC","fdis_func"
"1305","737",0.166313565422771,"SERC","fdis_func"
"1306","739",0.172836004999654,"SERC","fdis_func"
"1307","751",0.203349738414841,"SERC","fdis_func"
"1308","753",0.168235883304293,"SERC","fdis_func"
"1309","755",0.168560039433827,"SERC","fdis_func"
"1310","757",0.182661540375881,"SERC","fdis_func"
"1311","759",0.185552342790809,"SERC","fdis_func"
"1312","771",0.17552521419533,"SERC","fdis_func"
"1313","773",0.198353411020803,"SERC","fdis_func"
"1314","775",0.224412315060287,"SERC","fdis_func"
"1315","777",0.204514746073322,"SERC","fdis_func"
"1316","779",0.204320841759731,"SERC","fdis_func"
"1317","791",0.186619008368203,"SERC","fdis_func"
"1318","793",0.181082676188061,"SERC","fdis_func"
"1319","795",0.183150536928175,"SERC","fdis_func"
"1320","797",0.173024624705168,"SERC","fdis_func"
"1321","799",0.201927512156561,"SERC","fdis_func"
"1322","811",0.182498881237912,"SERC","fdis_func"
"1323","813",0.120970232234955,"SERC","fdis_func"
"1324","815",0.149280500804975,"SERC","fdis_func"
"1325","817",0.155257951170275,"SERC","fdis_func"
"1326","819",0.153130729165225,"SERC","fdis_func"
"1327","831",0.184667606011428,"SERC","fdis_func"
"1328","833",0.188524690728034,"SERC","fdis_func"
"1329","835",0.162006073767379,"SERC","fdis_func"
"1330","837",0.137945866782007,"SERC","fdis_func"
"1331","839",0.13649361931706,"SERC","fdis_func"
"1332","851",0.197116763864739,"SERC","fdis_func"
"1333","853",0.183252510591513,"SERC","fdis_func"
"1334","855",0.154423250230491,"SERC","fdis_func"
"1335","857",0.142635221641053,"SERC","fdis_func"
"1336","859",0.0717907797598843,"SERC","fdis_func"
"1337","871",0.190894784885133,"SERC","fdis_func"
"1338","873",0.188589791422297,"SERC","fdis_func"
"1339","875",0.148327863091633,"SERC","fdis_func"
"1340","877",0.157785655313259,"SERC","fdis_func"
"1341","879",0.0992492416987791,"SERC","fdis_func"
"1342","891",0.204672002673899,"SERC","fdis_func"
"1343","893",0.149808118869068,"SERC","fdis_func"
"1344","895",0.105868338844189,"SERC","fdis_func"
"1345","897",0.127519132456608,"SERC","fdis_func"
"1346","899",0.118373827782734,"SERC","fdis_func"
"1347","911",0.171730389198298,"SERC","fdis_func"
"1348","913",0.130103466952762,"SERC","fdis_func"
"1349","915",0.187971722841875,"SERC","fdis_func"
"1350","917",0.162837908064739,"SERC","fdis_func"
"1351","919",0.152599861316323,"SERC","fdis_func"
"1352","931",0.182484019146295,"SERC","fdis_func"
"1353","933",0.206729610483093,"SERC","fdis_func"
"1354","935",0.214710190951538,"SERC","fdis_func"
"1355","937",0.173347478064193,"SERC","fdis_func"
"1356","939",0.15373434760934,"SERC","fdis_func"
"1357","951",0.221261370196222,"SERC","fdis_func"
"1358","953",0.210228110785365,"SERC","fdis_func"
"1359","955",0.214168574113125,"SERC","fdis_func"
"1360","957",0.18822489474068,"SERC","fdis_func"
"1361","959",0.148627258018857,"SERC","fdis_func"
"1362","971",0.212591626860996,"SERC","fdis_func"
"1363","973",0.213538408809851,"SERC","fdis_func"
"1364","975",0.199135970163472,"SERC","fdis_func"
"1365","977",0.127424978936245,"SERC","fdis_func"
"1366","979",0.139692880298907,"SERC","fdis_func"
"1367","991",0.216318244467292,"SERC","fdis_func"
"1368","993",0.205165196426361,"SERC","fdis_func"
"1369","995",0.183998865582515,"SERC","fdis_func"
"1370","997",0.183175600937725,"SERC","fdis_func"
"1371","999",0.168902391055057,"SERC","fdis_func"
"1372","1011",0.208607482704537,"SERC","fdis_func"
"1373","1013",0.179601793936275,"SERC","fdis_func"
"1374","1015",0.191482803843433,"SERC","fdis_func"
"1375","1017",0.118147663900413,"SERC","fdis_func"
"1376","1019",0.209662221507527,"SERC","fdis_func"
"1377","1031",0.192419284387734,"SERC","fdis_func"
"1378","1033",0.197070252982389,"SERC","fdis_func"
"1379","1035",0.202141696016868,"SERC","fdis_func"
"1380","1037",0.176431816540307,"SERC","fdis_func"
"1381","1039",0.180556936054364,"SERC","fdis_func"
"1382","1051",0.128487968581626,"SERC","fdis_func"
"1383","1053",0.179231155892991,"SERC","fdis_func"
"1384","1055",0.194068969993846,"SERC","fdis_func"
"1385","1057",0.18657686539954,"SERC","fdis_func"
"1386","1059",0.212512289614609,"SERC","fdis_func"
"1387","1071",0.139088798347985,"SERC","fdis_func"
"1388","1073",0.115406043268668,"SERC","fdis_func"
"1389","1075",0.108017628552675,"SERC","fdis_func"
"1390","1077",0.198743251191724,"SERC","fdis_func"
"1391","1079",0.178110916824443,"SERC","fdis_func"
"1392","1091",0.149756977286964,"SERC","fdis_func"
"1393","1093",0.0984647834227016,"SERC","fdis_func"
"1394","1095",0.129630014778879,"SERC","fdis_func"
"1395","1097",0.127270557458238,"SERC","fdis_func"
"1396","1099",0.157241266402406,"SERC","fdis_func"
"1397","1111",0.17621125773119,"SERC","fdis_func"
"1398","1113",0.180823383013678,"SERC","fdis_func"
"1399","1115",0.168484590940213,"SERC","fdis_func"
"1400","1117",0.169224167934446,"SERC","fdis_func"
"1401","1119",0.18411445448033,"SERC","fdis_func"
"1402","1131",0.193183822730546,"SERC","fdis_func"
"1403","1133",0.187556184498092,"SERC","fdis_func"
"1404","1135",0.196390953587737,"SERC","fdis_func"
"1405","1137",0.186895384549547,"SERC","fdis_func"
"1406","1139",0.205652834314593,"SERC","fdis_func"
"1407","1151",0.201719954476912,"SERC","fdis_func"
"1408","1153",0.177482425812319,"SERC","fdis_func"
"1409","1155",0.158873123275509,"SERC","fdis_func"
"1410","1157",0.259131097918928,"SERC","fdis_func"
"1411","1159",0.2346395710651,"SERC","fdis_func"
"1412","1171",0.191067064606683,"SERC","fdis_func"
"1413","1173",0.200751322729126,"SERC","fdis_func"
"1414","1175",0.207605730159671,"SERC","fdis_func"
"1415","1177",0.159894114102082,"SERC","fdis_func"
"1416","1179",0.198189541642687,"SERC","fdis_func"
"1417","1191",0.0564382805367988,"SERC","fdis_func"
"1418","1193",0.0642257633915226,"SERC","fdis_func"
"1419","1195",0.106152175698446,"SERC","fdis_func"
"1420","1197",0.124958240382376,"SERC","fdis_func"
"1421","1199",0.209014807928114,"SERC","fdis_func"
"1422","1211",0.15106911015015,"SERC","fdis_func"
"1423","1213",0.180129690992666,"SERC","fdis_func"
"1424","1215",0.195792866470255,"SERC","fdis_func"
"1425","1217",0.219812537290055,"SERC","fdis_func"
"1426","1219",0.200919509857529,"SERC","fdis_func"
"1427","1231",0.212155429549175,"SERC","fdis_func"
"1428","1233",0.21121149656749,"SERC","fdis_func"
"1429","1235",0.207213409127605,"SERC","fdis_func"
"1430","1237",0.196259944643388,"SERC","fdis_func"
"1431","1239",0.176472338166738,"SERC","fdis_func"
"1432","1251",0.171381084555622,"SERC","fdis_func"
"1433","1253",0.187319288250382,"SERC","fdis_func"
"1434","1255",0.200190911827002,"SERC","fdis_func"
"1435","1257",0.215663659589736,"SERC","fdis_func"
"1436","1259",0.200188651080949,"SERC","fdis_func"
"1437","1271",0.166088026527657,"SERC","fdis_func"
"1438","1273",0.17194699520264,"SERC","fdis_func"
"1439","1275",0.146707200493416,"SERC","fdis_func"
"1440","1277",0.194314111112278,"SERC","fdis_func"
"1441","1279",0.183708643993162,"SERC","fdis_func"
"1442","1291",0.183286795805093,"SERC","fdis_func"
"1443","1293",0.177949215119057,"SERC","fdis_func"
"1444","1295",0.207784457797416,"SERC","fdis_func"
"1445","1297",0.205149860186156,"SERC","fdis_func"
"1446","1299",0.185330286317227,"SERC","fdis_func"
"1447","1311",0.201344851419398,"SERC","fdis_func"
"1448","1313",0.190050212955362,"SERC","fdis_func"
"1449","1315",0.196177563622715,"SERC","fdis_func"
"1450","1317",0.188347343605991,"SERC","fdis_func"
"1451","1319",0.207947988551528,"SERC","fdis_func"
"1452","1331",0.172590712642338,"SERC","fdis_func"
"1453","1333",0.110502389275541,"SERC","fdis_func"
"1454","1335",0.196144732501201,"SERC","fdis_func"
"1455","1337",0.17022437603747,"SERC","fdis_func"
"1456","1339",0.177509966778247,"SERC","fdis_func"
"1457","1351",0.136932102493292,"SERC","fdis_func"
"1458","1353",0.172233009712895,"SERC","fdis_func"
"1459","1355",0.217823519394709,"SERC","fdis_func"
"1460","1357",0.18426849659746,"SERC","fdis_func"
"1461","1359",0.196473509196275,"SERC","fdis_func"
"1462","1371",0.119116447311096,"SERC","fdis_func"
"1463","1373",0.175095025646455,"SERC","fdis_func"
"1464","1375",0.186897557785706,"SERC","fdis_func"
"1465","1377",0.151299397305513,"SERC","fdis_func"
"1466","1379",0.186063651151881,"SERC","fdis_func"
"1467","1391",0.142849690956132,"SERC","fdis_func"
"1468","1393",0.159792485829506,"SERC","fdis_func"
"1469","1395",0.0642074812325387,"SERC","fdis_func"
"1470","1397",0.145776777069995,"SERC","fdis_func"
"1471","1399",0.166981092107366,"SERC","fdis_func"
"1472","1411",0.194320013841246,"SERC","fdis_func"
"1473","1413",0.184522143563544,"SERC","fdis_func"
"1474","1415",0.139330837975479,"SERC","fdis_func"
"1475","1417",0.114557864524212,"SERC","fdis_func"
"1476","1419",0.125718465744413,"SERC","fdis_func"
"1477","1431",0.17734959497018,"SERC","fdis_func"
"1478","1433",0.168240942905429,"SERC","fdis_func"
"1479","1435",0.177350835545759,"SERC","fdis_func"
"1480","1437",0.154345245810169,"SERC","fdis_func"
"1481","1439",0.125294894317626,"SERC","fdis_func"
"1482","1451",0.180731778101003,"SERC","fdis_func"
"1483","1453",0.189302488486753,"SERC","fdis_func"
"1484","1455",0.131327332756343,"SERC","fdis_func"
"1485","1457",0.171538297061424,"SERC","fdis_func"
"1486","1459",0.177773394296181,"SERC","fdis_func"
"1487","1471",0.185128044163188,"SERC","fdis_func"
"1488","1473",0.225378265536651,"SERC","fdis_func"
"1489","1475",0.200969313612392,"SERC","fdis_func"
"1490","1477",0.202886117490931,"SERC","fdis_func"
"1491","1479",0.219885569864834,"SERC","fdis_func"
"1492","1491",0.178288535631636,"SERC","fdis_func"
"1493","1493",0.232128993124605,"SERC","fdis_func"
"1494","1495",0.191430104921817,"SERC","fdis_func"
"1495","1497",0.206567139499093,"SERC","fdis_func"
"1496","1499",0.197254666075087,"SERC","fdis_func"
"1497","1511",0.0780068788769025,"SERC","fdis_func"
"1498","1513",0.134785699069594,"SERC","fdis_func"
"1499","1515",0.0973704172357193,"SERC","fdis_func"
"1500","1517",0.145429630257613,"SERC","fdis_func"
"1501","1519",0.202927744693632,"SERC","fdis_func"
"1502","1531",0.128999807457517,"SERC","fdis_func"
"1503","1533",0.121875251400724,"SERC","fdis_func"
"1504","1535",0.121037095661026,"SERC","fdis_func"
"1505","1537",0.144635538750449,"SERC","fdis_func"
"1506","1539",0.116166541877164,"SERC","fdis_func"
"1507","1551",0.142990142873952,"SERC","fdis_func"
"1508","1553",0.141999793217158,"SERC","fdis_func"
"1509","1555",0.137162205458587,"SERC","fdis_func"
"1510","1557",0.132735070460419,"SERC","fdis_func"
"1511","1559",0.160913105152882,"SERC","fdis_func"
"1512","1571",0.213478661058486,"SERC","fdis_func"
"1513","1573",0.180668101865889,"SERC","fdis_func"
"1514","1575",0.153535100191707,"SERC","fdis_func"
"1515","1577",0.16668765046087,"SERC","fdis_func"
"1516","1579",0.209397756885492,"SERC","fdis_func"
"1517","1591",0.226891694777941,"SERC","fdis_func"
"1518","1593",0.195343516705243,"SERC","fdis_func"
"1519","1595",0.218414411005172,"SERC","fdis_func"
"1520","1597",0.209909900844374,"SERC","fdis_func"
"1521","1599",0.226936863216708,"SERC","fdis_func"
"1522","1611",0.152547668756223,"SERC","fdis_func"
"1523","1613",0.152724378865264,"SERC","fdis_func"
"1524","1615",0.204918807709439,"SERC","fdis_func"
"1525","1617",0.215596846766096,"SERC","fdis_func"
"1526","1619",0.209226190418488,"SERC","fdis_func"
"1527","1631",0.112253673476721,"SERC","fdis_func"
"1528","1633",0.19207943825705,"SERC","fdis_func"
"1529","1635",0.210692288526214,"SERC","fdis_func"
"1530","1637",0.229558476139153,"SERC","fdis_func"
"1531","1651",0.222783948717425,"SERC","fdis_func"
"1532","1653",0.209916609733008,"SERC","fdis_func"
"1533","1655",0.229995229760575,"SERC","fdis_func"
"1534","1657",0.223550683670782,"SERC","fdis_func"
"1535","1659",0.224865508064513,"SERC","fdis_func"
"1536","1671",0.23153011070915,"SERC","fdis_func"
"1537","1673",0.19955027274684,"SERC","fdis_func"
"1538","1675",0.178960420508471,"SERC","fdis_func"
"1539","1677",0.202843214465493,"SERC","fdis_func"
"1540","1679",0.186106422363874,"SERC","fdis_func"
"1541","1691",0.195431187615662,"SERC","fdis_func"
"1542","1693",0.179676140724932,"SERC","fdis_func"
"1543","1695",0.188038588236526,"SERC","fdis_func"
"1544","1697",0.187723434004751,"SERC","fdis_func"
"1545","1699",0.0836494832554518,"SERC","fdis_func"
"1546","A01",0.355810742659294,"WFDP","fdis_meta"
"1547","A02",0.321855367771737,"WFDP","fdis_meta"
"1548","A03",0.327323030619871,"WFDP","fdis_meta"
"1549","A04",0.35315653131125,"WFDP","fdis_meta"
"1550","A05",0.287063694457353,"WFDP","fdis_meta"
"1551","A06",0.271447341753205,"WFDP","fdis_meta"
"1552","A07",0.364990956084025,"WFDP","fdis_meta"
"1553","A08",0.352008816585932,"WFDP","fdis_meta"
"1554","A09",0.328930275562989,"WFDP","fdis_meta"
